にとりまして,207,207,4891,助詞,格助詞,連語,*,*,*,にとりまして,にとりまして,ニトリマシテ
にとり,206,206,5688,助詞,格助詞,連語,*,*,*,にとり,にとり,ニトリ
にあたります,187,187,4891,助詞,格助詞,連語,*,*,*,にあたります,にあたります,ニアタリマス
をもって,248,248,5072,助詞,格助詞,連語,*,*,*,をもって,をもって,ヲモッテ
にかけて,193,193,3168,助詞,格助詞,連語,*,*,*,にかけて,にかけて,ニカケテ
につき,200,200,5302,助詞,格助詞,連語,*,*,*,につき,につき,ニツキ
とかいふ,178,178,4877,助詞,格助詞,連語,*,*,*,とかいふ,とかいふ,トカユウ
という,173,173,2864,助詞,格助詞,連語,*,*,*,という,という,トユウ
にわたって,215,215,4487,助詞,格助詞,連語,*,*,*,にわたって,にわたって,ニワタッテ
にたいして,195,195,4789,助詞,格助詞,連語,*,*,*,にたいして,にたいして,ニタイシテ
に従います,230,230,4891,助詞,格助詞,連語,*,*,*,に従います,にしたがいます,ニシタガイマス
をめぐります,245,245,4891,助詞,格助詞,連語,*,*,*,をめぐります,をめぐります,ヲメグリマス
につれ,203,203,4879,助詞,格助詞,連語,*,*,*,につれ,につれ,ニツレ
により,211,211,4279,助詞,格助詞,連語,*,*,*,により,により,ニヨリ
につれて,204,204,6448,助詞,格助詞,連語,*,*,*,につれて,につれて,ニツレテ
にわたり,216,216,4350,助詞,格助詞,連語,*,*,*,にわたり,にわたり,ニワタリ
を通しまして,251,251,4891,助詞,格助詞,連語,*,*,*,を通しまして,をとおしまして,ヲトーシマシテ
とかいう,177,177,4880,助詞,格助詞,連語,*,*,*,とかいう,とかいう,トカユウ
において,189,189,4058,助詞,格助詞,連語,*,*,*,において,において,ニオイテ
をもちまして,247,247,4891,助詞,格助詞,連語,*,*,*,をもちまして,をもちまして,ヲモチマシテ
を通じまして,254,254,4891,助詞,格助詞,連語,*,*,*,を通じまして,をつうじまして,ヲツージマシテ
としましたら,180,180,4891,助詞,格助詞,連語,*,*,*,としましたら,としましたら,トシマシタラ
に従う,231,231,5062,助詞,格助詞,連語,*,*,*,に従う,にしたがう,ニシタガウ
に際し,225,225,4231,助詞,格助詞,連語,*,*,*,に際し,にさいし,ニサイシ
を通じて,253,253,1128,助詞,格助詞,連語,*,*,*,を通じて,をつうじて,ヲツージテ
によって,210,210,3537,助詞,格助詞,連語,*,*,*,によって,によって,ニヨッテ
にあたりまして,186,186,4891,助詞,格助詞,連語,*,*,*,にあたりまして,にあたりまして,ニアタリマシテ
に際して,226,226,5836,助詞,格助詞,連語,*,*,*,に際して,にさいして,ニサイシテ
とともに,182,182,1343,助詞,格助詞,連語,*,*,*,とともに,とともに,トトモニ
にまつわります,208,208,4891,助詞,格助詞,連語,*,*,*,にまつわります,にまつわります,ニマツワリマス
にとって,205,205,3109,助詞,格助詞,連語,*,*,*,にとって,にとって,ニトッテ
としまして,181,181,5800,助詞,格助詞,連語,*,*,*,としまして,としまして,トシマシテ
と共に,183,183,5325,助詞,格助詞,連語,*,*,*,と共に,とともに,トトモニ
っていう,168,168,6739,助詞,格助詞,連語,*,*,*,っていう,っていう,ッテユウ
にあたり,185,185,4988,助詞,格助詞,連語,*,*,*,にあたり,にあたり,ニアタリ
につきまして,201,201,6245,助詞,格助詞,連語,*,*,*,につきまして,につきまして,ニツキマシテ
にあたる,188,188,6610,助詞,格助詞,連語,*,*,*,にあたる,にあたる,ニアタル
に際しまして,227,227,4891,助詞,格助詞,連語,*,*,*,に際しまして,にさいしまして,ニサイシマシテ
にまつわる,209,209,4750,助詞,格助詞,連語,*,*,*,にまつわる,にまつわる,ニマツワル
をめぐる,246,246,10795,助詞,格助詞,連語,*,*,*,をめぐる,をめぐる,ヲメグル
に関して,221,221,3914,助詞,格助詞,連語,*,*,*,に関して,にかんして,ニカンシテ
にたいしまして,196,196,4891,助詞,格助詞,連語,*,*,*,にたいしまして,にたいしまして,ニタイシマシテ
に対します,236,236,4891,助詞,格助詞,連語,*,*,*,に対します,にたいします,ニタイシマス
に関します,223,223,4891,助詞,格助詞,連語,*,*,*,に関します,にかんします,ニカンシマス
